Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Skin_Type,Gender_Target,Country_of_Origin
Divine Makeup Remover,RMS Beauty,Makeup Remover,Monthly,127.51,2.5,8297,Dry,Unisex,France
Super Primer,Make Up For Ever,Powder,Occasional,97.72,4.2,6047,Oily,Male,USA
Super Setting Spray,Milk Makeup,Lipstick,Monthly,111.32,1.5,2863,Combination,Unisex,Japan
Magic Contour,Natasha Denona,Setting Spray,Weekly,58.83,3.5,7658,Sensitive,Male,Germany
Super Contour,Bite Beauty,Contour,Daily,149.37,2.2,1409,Combination,Male,South Korea
Magic Mascara,Perricone MD,Highlighter,Daily,70.65,1.6,9423,Combination,Unisex,Japan
Perfect Eye Shadow,Sisley,Moisturizer,Occasional,149.15,3,3292,Oily,Male,Australia
Perfect Powder,Farsali,Concealer,Daily,96.03,3.4,3739,Combination,Male,Italy
Ultra Primer,KVD Beauty,Contour,Occasional,114.63,3.9,6490,Sensitive,Female,Italy
Super Mascara,ColourPop,Contour,Daily,96.18,4.8,4292,Combination,Male,Japan
Divine Blush,Danessa Myricks,Highlighter,Occasional,75.41,2.9,641,Normal,Male,Australia
Super Highlighter,Fenty Beauty,Eye Shadow,Daily,132.75,4.5,7172,Sensitive,Unisex,France
Magic Face Oil,IT Cosmetics,Powder,Monthly,69.14,1.7,1942,Sensitive,Female,Italy
Ultra Mascara,Natasha Denona,Lip Gloss,Occasional,42.57,2,2795,Sensitive,Female,South Korea
Divine Moisturizer,IT Cosmetics,Makeup Remover,Occasional,116.33,2.7,8143,Combination,Female,South Korea
Magic Foundation,Laura Mercier,Primer,Monthly,93.66,4.9,6006,Oily,Male,France
Magic BB Cream,Sisley,Eyeliner,Occasional,18.09,4.1,7194,Oily,Female,Australia
Super Cleanser,Bite Beauty,Contour,Daily,38.46,1.8,4358,Dry,Female,USA
Ultra Lipstick,Natasha Denona,Bronzer,Weekly,148.94,1.9,1851,Normal,Male,Australia
Magic Bronzer,E.l.f.,Cleanser,Monthly,117.79,4.2,4431,Oily,Female,UK
Magic Mascara,Rare Beauty,Serum,Occasional,21.44,3.3,3516,Dry,Unisex,South Korea
Divine Lipstick,Kiehl’s,Contour,Weekly,68.47,1.4,7325,Normal,Male,Germany
Super Mascara,Tarte,Primer,Monthly,112.53,3.5,5398,Normal,Female,South Korea
Super Eye Shadow,Charlotte Tilbury,Blush,Weekly,26.72,3.7,7845,Combination,Unisex,South Korea
Super Bronzer,ColourPop,Lip Gloss,Occasional,129.7,3.9,5941,Sensitive,Unisex,UK
Super Lip Gloss,Farsali,BB Cream,Weekly,70.14,2.4,5153,Sensitive,Unisex,Japan
Perfect Eyeliner,Danessa Myricks,Makeup Remover,Monthly,46.94,1.7,5086,Normal,Female,Japan
Super Face Oil,Bite Beauty,Mascara,Weekly,113.04,4.1,6626,Sensitive,Male,Australia
Super Face Oil,Too Faced,Eyeliner,Occasional,61.89,4.8,2211,Normal,Unisex,USA
Ultra Foundation,ColourPop,Contour,Monthly,86.03,2.7,9674,Dry,Female,Australia
Ultra Eyeliner,Drunk Elephant,Serum,Weekly,112.46,3.1,2803,Oily,Unisex,South Korea
Magic Serum,Milk Makeup,Face Mask,Weekly,80.8,4.7,3941,Dry,Unisex,Australia
Divine Concealer,ColourPop,Foundation,Occasional,20.96,2.5,3979,Oily,Female,South Korea
Ultra Highlighter,Clinique,Moisturizer,Occasional,77.5,2.7,9632,Oily,Male,Germany
Super Cleanser,NARS,Lipstick,Monthly,147.72,3,1777,Normal,Male,South Korea
Divine Bronzer,Danessa Myricks,Lip Liner,Weekly,113.82,4.3,6803,Sensitive,Male,South Korea
Ultra Highlighter,Tarte,Highlighter,Weekly,97.16,3.7,3919,Dry,Male,Germany
Magic Makeup Remover,Ilia Beauty,Serum,Weekly,131.58,1.2,3288,Dry,Female,Australia
Super Foundation,Urban Decay,Blush,Weekly,94.25,4.3,4675,Dry,Male,UK
Ultra Lipstick,Huda Beauty,Moisturizer,Weekly,88.76,4,4155,Combination,Female,USA
Divine Face Mask,Pat McGrath Labs,Lipstick,Occasional,31.03,3.1,4131,Oily,Female,Italy
Magic Lip Gloss,Charlotte Tilbury,Lip Gloss,Monthly,70.94,1.3,9630,Sensitive,Female,Japan
Super Serum,Tatcha,Bronzer,Daily,131.94,2.6,2233,Combination,Male,Japan
Divine Blush,Juvia’s Place,Moisturizer,Weekly,86.52,2.1,7050,Normal,Unisex,Germany
Ultra Primer,Ilia Beauty,Mascara,Weekly,121.53,3.4,9646,Sensitive,Unisex,Italy
Super Makeup Remover,Perricone MD,Setting Spray,Monthly,118.4,3.6,2679,Sensitive,Unisex,France
Super Contour,Sisley,Bronzer,Weekly,27.98,2,9690,Normal,Male,USA
Magic Cleanser,Pat McGrath Labs,Lipstick,Daily,80.57,2.5,6334,Sensitive,Female,Germany
Ultra Highlighter,Perricone MD,Mascara,Monthly,35.8,4,1556,Oily,Unisex,Germany
Divine Highlighter,Drunk Elephant,Powder,Monthly,35.34,2.1,7464,Dry,Female,UK
Divine Contour,Sisley,Cleanser,Occasional,117.06,4.6,5268,Oily,Male,Australia
Super BB Cream,Perricone MD,CC Cream,Daily,37.62,3.4,4597,Dry,Male,Germany
Magic Lip Gloss,Patrick Ta,Highlighter,Daily,113.86,2.6,4986,Normal,Male,UK
Magic Foundation,Yves Saint Laurent,Makeup Remover,Monthly,112.22,2.2,9639,Combination,Female,Italy
Magic BB Cream,Make Up For Ever,Lip Gloss,Monthly,39.71,3.1,2492,Dry,Male,UK
Super Primer,Kiehl’s,Setting Spray,Weekly,101.87,2.2,261,Normal,Unisex,Germany
Perfect Face Oil,Milk Makeup,Lipstick,Daily,40.62,1.6,2915,Dry,Male,USA
Ultra Contour,Charlotte Tilbury,Concealer,Daily,69.47,2.8,9767,Combination,Unisex,Australia
Divine Makeup Remover,Patrick Ta,Mascara,Weekly,83.95,1.8,729,Dry,Female,France
Super Highlighter,Morphe,Face Oil,Daily,59.19,1.9,6949,Dry,Female,South Korea
Super Eyeliner,Tatcha,Blush,Daily,50.16,3.8,5232,Oily,Unisex,South Korea
Ultra Mascara,Hourglass,Lip Liner,Weekly,97.7,2.5,8858,Dry,Female,Japan
Ultra Face Mask,Danessa Myricks,Primer,Daily,49.24,4.4,1473,Combination,Female,Australia
Magic Face Oil,RMS Beauty,CC Cream,Occasional,106.89,4.8,4232,Sensitive,Female,France
Ultra Face Oil,Glossier,Moisturizer,Occasional,35.46,3.7,6685,Sensitive,Unisex,Germany
Divine Exfoliator,Huda Beauty,Lip Liner,Weekly,44.92,1.7,8967,Combination,Male,Australia
Perfect BB Cream,Becca,Bronzer,Daily,124.65,1.2,4730,Dry,Male,USA
Perfect CC Cream,Shiseido,Highlighter,Monthly,52.94,4.5,9598,Normal,Male,France
Magic Face Mask,Bite Beauty,Concealer,Occasional,138.24,1.9,7715,Dry,Unisex,Germany
Perfect Lip Gloss,E.l.f.,Blush,Daily,49.74,4.5,516,Dry,Unisex,South Korea
Ultra Bronzer,Milk Makeup,Lip Gloss,Occasional,67.17,4.2,3268,Oily,Female,Japan
Perfect Lip Gloss,Charlotte Tilbury,Lip Gloss,Monthly,36.48,3.8,8060,Sensitive,Unisex,South Korea
Perfect BB Cream,NARS,Face Mask,Weekly,137.82,4.8,7155,Oily,Female,UK
Ultra Blush,Anastasia Beverly Hills,Moisturizer,Weekly,85.97,4.6,7172,Dry,Unisex,UK
Super Concealer,Hourglass,BB Cream,Weekly,96.74,1.2,6089,Sensitive,Male,South Korea
Perfect Face Oil,Drunk Elephant,CC Cream,Daily,120.57,3.1,263,Normal,Male,Germany
Divine Face Mask,Tarte,Highlighter,Weekly,14.2,3.4,9906,Oily,Female,Australia
Perfect Foundation,Bite Beauty,BB Cream,Monthly,33.43,4.6,7665,Dry,Unisex,France
Super Eye Shadow,Sisley,CC Cream,Monthly,16.01,2.6,8338,Normal,Unisex,UK
Divine Face Oil,Glossier,Setting Spray,Daily,35.1,3.8,8927,Combination,Male,Germany
Ultra Bronzer,Tarte,Lipstick,Occasional,99.54,1.8,7651,Normal,Male,Australia
Magic Lip Liner,RMS Beauty,Exfoliator,Occasional,136.67,4.2,2160,Normal,Male,South Korea
Ultra CC Cream,Sisley,Blush,Daily,134.97,4.3,6828,Oily,Female,South Korea
Ultra BB Cream,Rare Beauty,Face Oil,Occasional,11.07,3.8,6881,Normal,Female,UK
Divine Blush,Drunk Elephant,Exfoliator,Daily,55.87,3.3,1561,Combination,Unisex,Germany
Ultra Highlighter,Tarte,Serum,Weekly,73.81,1.9,2657,Oily,Male,Japan
Magic Face Oil,Farsali,Face Mask,Occasional,64.55,1.4,1788,Combination,Unisex,Japan
Super Eye Shadow,Kiehl’s,Concealer,Daily,136.04,3.6,4886,Sensitive,Female,Australia
Divine Makeup Remover,Juvia’s Place,CC Cream,Daily,44.63,2.6,9476,Normal,Female,South Korea
Divine Serum,KVD Beauty,Lipstick,Monthly,86.07,4.9,675,Sensitive,Female,UK
Magic Bronzer,Tatcha,Lip Liner,Monthly,63.88,1.9,4661,Sensitive,Male,USA
Divine Highlighter,Fenty Beauty,Mascara,Daily,25.19,4.6,5852,Normal,Female,Italy
Magic Contour,Perricone MD,Eyeliner,Daily,132.12,3.1,9256,Oily,Unisex,Germany
Ultra Foundation,Milk Makeup,Mascara,Daily,58.1,2.3,4194,Dry,Unisex,Japan
Divine Cleanser,ColourPop,Face Oil,Occasional,112.53,1.5,2224,Combination,Male,Japan
Super Makeup Remover,Morphe,Face Oil,Occasional,54.46,4.5,5948,Normal,Unisex,Japan
Divine Makeup Remover,Glossier,Serum,Daily,27.43,1.5,3889,Normal,Male,Japan
Magic Blush,Clinique,Concealer,Daily,31.25,4.9,288,Combination,Female,UK
Magic Face Oil,Kiehl’s,Foundation,Daily,98.02,1,1768,Sensitive,Female,Germany
Super Lip Gloss,Huda Beauty,Powder,Weekly,18.69,3.3,9025,Dry,Male,Germany
Magic Bronzer,Rare Beauty,Face Oil,Monthly,73.86,3.8,5016,Normal,Female,Australia
Magic Concealer,Kiehl’s,Eyeliner,Weekly,75.57,2.2,6266,Normal,Unisex,USA
Perfect Highlighter,Hourglass,Concealer,Weekly,48.38,4.2,8883,Oily,Female,Italy
Perfect Moisturizer,Kiehl’s,Face Oil,Occasional,78.74,3.7,7654,Sensitive,Male,Germany
Ultra Serum,Tatcha,Eye Shadow,Weekly,38.36,3.5,1921,Dry,Unisex,Italy
Perfect Exfoliator,Bite Beauty,Exfoliator,Weekly,121.22,4.9,6538,Sensitive,Unisex,Australia
Ultra Eyeliner,Glossier,Face Oil,Weekly,86.44,1.3,5477,Sensitive,Female,UK
Magic Mascara,Sisley,Mascara,Weekly,117.76,3.7,3827,Oily,Unisex,Japan
Magic Foundation,Too Faced,Cleanser,Monthly,108.24,2,6589,Oily,Female,UK
Perfect Bronzer,E.l.f.,Bronzer,Daily,103.68,4.5,7051,Oily,Female,UK
Ultra Powder,Charlotte Tilbury,Serum,Weekly,49.3,4.6,6166,Oily,Male,France
Super Face Mask,Sisley,Face Mask,Monthly,48.77,4.3,9811,Sensitive,Male,South Korea
Perfect Eyeliner,Kiehl’s,Setting Spray,Monthly,149.91,3.9,9177,Dry,Male,Italy
Ultra Foundation,KVD Beauty,Contour,Occasional,36.68,2.2,539,Sensitive,Unisex,South Korea
Ultra CC Cream,Drunk Elephant,Face Mask,Weekly,138.44,3.2,6029,Combination,Female,Germany
Perfect Eyeliner,Juvia’s Place,Contour,Monthly,84.73,2,522,Normal,Unisex,France
Divine Concealer,Juvia’s Place,Concealer,Monthly,72.39,2.1,6657,Dry,Female,Italy
Ultra Cleanser,Milk Makeup,Face Oil,Monthly,10.96,4.8,5714,Sensitive,Unisex,Italy
Ultra Highlighter,Perricone MD,Bronzer,Monthly,131.27,1.8,9870,Dry,Female,Australia
Divine Eyeliner,Pat McGrath Labs,Contour,Daily,134.4,1.6,7428,Normal,Female,UK
Magic Powder,Pat McGrath Labs,Primer,Weekly,67.78,2.2,9402,Normal,Female,UK
Magic Lipstick,Glossier,BB Cream,Weekly,136.96,1.6,1348,Normal,Male,UK
Ultra Lipstick,Morphe,Face Oil,Daily,37.1,3.8,8902,Dry,Male,USA
Perfect Concealer,Bourjois,CC Cream,Weekly,116.09,3.9,7762,Combination,Female,UK
Divine Highlighter,Clinique,Cleanser,Monthly,148.14,1.8,3715,Oily,Female,UK
Ultra Face Mask,Pat McGrath Labs,Eye Shadow,Occasional,114.61,2.2,7331,Oily,Unisex,South Korea
Super BB Cream,Charlotte Tilbury,Lip Liner,Daily,27.09,4.3,9810,Dry,Male,South Korea
Divine CC Cream,IT Cosmetics,Lip Liner,Occasional,44.54,3.1,9421,Combination,Unisex,Japan
Perfect CC Cream,KVD Beauty,CC Cream,Daily,125.33,1.1,2496,Normal,Male,USA
Divine Contour,Natasha Denona,Exfoliator,Monthly,44.63,3,6978,Combination,Unisex,UK
Perfect Eye Shadow,IT Cosmetics,Lip Liner,Weekly,142.76,1.5,7857,Oily,Female,South Korea
Ultra Concealer,Tatcha,Lip Liner,Monthly,56.77,3.3,7612,Dry,Unisex,USA
Magic Mascara,Milk Makeup,Lipstick,Occasional,35.15,3.2,6226,Normal,Female,Australia
Divine Moisturizer,Drunk Elephant,Setting Spray,Monthly,92.91,1.3,4256,Sensitive,Unisex,USA
Super Foundation,Urban Decay,Lip Gloss,Daily,106.54,3.5,7089,Dry,Female,Germany
Perfect CC Cream,Perricone MD,Bronzer,Monthly,58.34,4.5,2238,Dry,Male,UK
Divine Blush,ColourPop,Makeup Remover,Weekly,37.75,2.1,8461,Sensitive,Unisex,USA
Super Eye Shadow,Perricone MD,CC Cream,Occasional,66.98,2.9,3113,Dry,Male,USA
Perfect Concealer,Rare Beauty,Highlighter,Daily,116.04,4.9,6892,Oily,Female,USA
Super Setting Spray,IT Cosmetics,Lip Liner,Occasional,135.23,2.8,1031,Sensitive,Unisex,USA
Perfect Lip Gloss,Sisley,Setting Spray,Weekly,21.11,4.1,8252,Dry,Unisex,Japan
Magic Serum,Milk Makeup,Eye Shadow,Weekly,15.66,1.1,5721,Oily,Female,France
Super Concealer,Rare Beauty,Bronzer,Weekly,14.3,3.7,9430,Oily,Male,Japan
Divine Lipstick,Perricone MD,Face Mask,Daily,88.09,4.3,8750,Sensitive,Male,Australia
Magic Primer,E.l.f.,Contour,Daily,50.36,4.2,3791,Oily,Female,UK
Divine Highlighter,Clinique,CC Cream,Daily,110.93,4.3,7510,Sensitive,Male,Japan
Divine Serum,Too Faced,Lipstick,Weekly,67.56,4.8,2083,Sensitive,Unisex,Germany
Divine Face Mask,Clinique,Concealer,Daily,10.64,4.2,3208,Oily,Male,Japan
Ultra Concealer,Tatcha,Eye Shadow,Weekly,94.71,3.6,8557,Sensitive,Male,Australia
Perfect Cleanser,NARS,Makeup Remover,Weekly,39.46,4,5031,Sensitive,Female,Germany
Super Face Oil,Kylie Cosmetics,Blush,Daily,32.61,1.9,9453,Oily,Unisex,Italy
Magic Mascara,RMS Beauty,Moisturizer,Occasional,43.08,2.5,7883,Dry,Male,UK
Divine Serum,Fenty Beauty,Face Oil,Monthly,35.6,1.8,2246,Oily,Male,Germany
Ultra Powder,KVD Beauty,Primer,Daily,99.46,1.7,2803,Normal,Male,Italy
Super Face Mask,NARS,Primer,Daily,45.78,2.3,9008,Combination,Male,UK
Divine Lip Liner,E.l.f.,CC Cream,Daily,48.46,1.1,3391,Normal,Male,USA
Magic Moisturizer,Kiehl’s,Exfoliator,Monthly,34.26,4.5,724,Combination,Male,France
Super Highlighter,Pat McGrath Labs,Face Oil,Monthly,146.67,1.7,610,Dry,Unisex,France
Divine BB Cream,Huda Beauty,Eye Shadow,Occasional,50.45,3.1,799,Oily,Female,France
Super Makeup Remover,Danessa Myricks,Powder,Occasional,36.39,3.1,6929,Combination,Female,Germany
Ultra Moisturizer,Perricone MD,Face Oil,Occasional,58.68,1,504,Normal,Male,Australia
Perfect Lip Gloss,Glossier,Exfoliator,Daily,63.64,2,7334,Combination,Female,Japan
Perfect CC Cream,Anastasia Beverly Hills,Face Mask,Occasional,100.21,4.3,4022,Normal,Male,South Korea
Magic Eye Shadow,Drunk Elephant,Powder,Monthly,59.63,4.7,3668,Sensitive,Male,South Korea
Divine Powder,Rare Beauty,Foundation,Weekly,128.34,3.1,577,Dry,Female,UK
Divine Exfoliator,Pat McGrath Labs,Bronzer,Occasional,15.98,3.7,4171,Dry,Unisex,UK
Super Cleanser,Rare Beauty,Cleanser,Occasional,39.25,1.8,3807,Combination,Male,South Korea
Ultra Mascara,Milk Makeup,Makeup Remover,Daily,87.56,2.9,7681,Combination,Female,South Korea
Super Face Mask,NARS,Contour,Monthly,24.25,2.6,5685,Normal,Male,Italy
Perfect Highlighter,Tarte,BB Cream,Monthly,134.63,1.2,5611,Dry,Unisex,Italy
Super CC Cream,Milk Makeup,Foundation,Monthly,123.16,5,3007,Sensitive,Unisex,Australia
Ultra BB Cream,Rare Beauty,Serum,Weekly,32.14,4,7422,Sensitive,Female,Japan
Ultra Foundation,RMS Beauty,Contour,Occasional,109.07,3.2,7597,Normal,Unisex,Japan
Perfect Bronzer,Hourglass,Cleanser,Daily,76.95,1.1,6887,Oily,Female,Japan
Super Bronzer,Bourjois,Face Oil,Monthly,73.37,3.9,4646,Dry,Male,Australia
Magic Primer,Milk Makeup,Serum,Occasional,78.14,3.5,5585,Dry,Male,Japan
Ultra Moisturizer,Yves Saint Laurent,Cleanser,Daily,115.72,4.6,2989,Oily,Unisex,France
Super BB Cream,Laura Mercier,Primer,Daily,76.09,3.2,9085,Oily,Unisex,UK
Divine Lipstick,Ilia Beauty,Mascara,Occasional,21.07,1.7,1905,Normal,Male,France
Magic Lip Liner,Tarte,Concealer,Daily,138.56,1.7,2936,Oily,Unisex,Australia
Ultra Makeup Remover,Morphe,Face Mask,Monthly,87,3,6210,Sensitive,Female,South Korea
Super Mascara,Morphe,Face Mask,Occasional,26.82,2.2,7906,Combination,Female,Japan
Divine Highlighter,Juvia’s Place,Eyeliner,Weekly,114.62,4.7,7577,Sensitive,Male,USA
Perfect Powder,Drunk Elephant,Moisturizer,Monthly,102.63,3.2,560,Combination,Female,UK
Super Lipstick,Bourjois,Makeup Remover,Monthly,142.06,2.4,4466,Dry,Male,Japan
Perfect Eye Shadow,IT Cosmetics,Lip Liner,Monthly,75.35,4.7,7494,Combination,Unisex,UK
Perfect Eye Shadow,Hourglass,Cleanser,Monthly,32.49,2.5,6480,Oily,Female,Italy
Perfect Blush,Pat McGrath Labs,Face Mask,Daily,39.68,3.5,1730,Oily,Unisex,USA
Divine CC Cream,Glossier,Powder,Daily,108.12,2.5,7470,Normal,Male,Japan
Divine Highlighter,Milk Makeup,Eye Shadow,Daily,120.04,1.9,902,Combination,Male,Italy
Divine Lip Liner,Fenty Beauty,Bronzer,Monthly,98.85,1,6381,Sensitive,Female,South Korea
Perfect Face Mask,E.l.f.,Eyeliner,Daily,134.21,4.5,4780,Combination,Male,Australia
Ultra Eyeliner,Danessa Myricks,CC Cream,Weekly,32.96,4.4,3971,Dry,Unisex,Germany
Super Cleanser,RMS Beauty,Eyeliner,Monthly,119.8,3.4,1431,Dry,Male,Japan
Ultra Mascara,Rare Beauty,Face Mask,Daily,26.66,1.3,7662,Dry,Female,UK
Perfect CC Cream,Kiehl’s,Eyeliner,Daily,117.66,3,8556,Sensitive,Female,France
Ultra Mascara,RMS Beauty,Mascara,Daily,19.55,3.3,1778,Sensitive,Female,Australia
Ultra Eye Shadow,Kiehl’s,Highlighter,Daily,53.58,4.6,6455,Sensitive,Male,South Korea
Perfect Cleanser,NARS,Blush,Occasional,84.31,2.4,2459,Combination,Female,Germany
Divine Moisturizer,Perricone MD,Face Mask,Weekly,123.06,1.2,2851,Oily,Male,Germany
Ultra Bronzer,Shiseido,Cleanser,Weekly,33.97,4.6,2136,Normal,Male,Italy
Perfect Face Mask,E.l.f.,Contour,Occasional,64.91,3.2,6548,Oily,Unisex,Italy
Magic Primer,KVD Beauty,Primer,Occasional,138.47,2.7,7051,Oily,Male,Italy
Magic Foundation,Too Faced,Cleanser,Daily,46.68,4.2,7524,Oily,Male,Germany
Super Lip Gloss,Bite Beauty,Serum,Weekly,98.48,1.6,4125,Normal,Unisex,Italy
Perfect Powder,Bourjois,Bronzer,Monthly,119.29,3,7332,Oily,Female,USA
Perfect BB Cream,Morphe,Cleanser,Weekly,76.65,2.2,1610,Combination,Unisex,USA
Perfect Makeup Remover,Glossier,Bronzer,Daily,115.35,3.2,6994,Sensitive,Female,South Korea
Divine Blush,Sisley,Bronzer,Daily,91.49,2.8,742,Dry,Male,Italy
Divine Serum,Natasha Denona,Moisturizer,Weekly,87.4,4.3,4800,Dry,Male,Germany
Magic Moisturizer,ColourPop,Eye Shadow,Daily,45.9,4.8,1098,Dry,Female,Australia
Ultra Lipstick,Too Faced,Primer,Monthly,95.8,4.3,1807,Oily,Female,Japan
Magic Makeup Remover,RMS Beauty,Contour,Monthly,23.63,2,5496,Sensitive,Male,Italy
Perfect Moisturizer,Drunk Elephant,Contour,Weekly,56.4,4.4,1275,Normal,Female,USA
Perfect Serum,Perricone MD,Face Oil,Monthly,27.08,2.4,9064,Normal,Female,South Korea
Magic Primer,Danessa Myricks,Lipstick,Occasional,134.63,4.6,94,Normal,Unisex,Italy
Ultra Lip Gloss,Natasha Denona,Primer,Daily,128.36,2.8,6239,Oily,Unisex,Italy
Perfect Moisturizer,Kiehl’s,Bronzer,Occasional,101.86,3.2,4455,Normal,Male,Japan
Magic Exfoliator,E.l.f.,Bronzer,Weekly,136.65,4,5360,Dry,Female,Italy
Super Cleanser,Too Faced,Cleanser,Monthly,33.9,2.1,8898,Oily,Male,Japan
Perfect Concealer,Bite Beauty,Eyeliner,Occasional,99.76,2.1,9723,Sensitive,Male,South Korea
Magic Lipstick,Becca,BB Cream,Monthly,138.72,2.7,2499,Sensitive,Male,Italy
Magic Face Oil,Kiehl’s,Serum,Monthly,137.93,3.4,2693,Normal,Female,South Korea
Super Eye Shadow,Tarte,BB Cream,Monthly,145.22,1.4,3978,Combination,Female,UK
Perfect BB Cream,Clinique,Concealer,Weekly,125.16,3,5618,Dry,Unisex,Italy
Perfect Cleanser,Anastasia Beverly Hills,Powder,Daily,60.21,2.1,4793,Sensitive,Unisex,Australia
Super Face Mask,Glossier,Primer,Daily,108.13,2.8,8931,Dry,Female,Australia
Divine Eye Shadow,Morphe,Foundation,Daily,70.39,4.9,6941,Dry,Unisex,South Korea
Divine Serum,Drunk Elephant,Bronzer,Daily,96.98,3.8,1555,Dry,Unisex,Germany
Ultra Highlighter,Bourjois,Moisturizer,Weekly,16.55,4.8,9954,Sensitive,Female,UK
Ultra Lipstick,E.l.f.,Eyeliner,Daily,135.09,3.6,225,Oily,Male,France
Super Mascara,Sisley,Exfoliator,Weekly,16.32,3.1,925,Oily,Unisex,USA
Ultra Primer,E.l.f.,Lip Liner,Weekly,147.14,1.4,1795,Oily,Male,Japan
Perfect Mascara,Make Up For Ever,Concealer,Occasional,110.78,1.3,6768,Dry,Male,Italy
Divine Makeup Remover,Kylie Cosmetics,Blush,Weekly,112.48,1.2,5233,Sensitive,Male,France
Super BB Cream,Laura Mercier,Exfoliator,Weekly,148.49,4.7,8064,Sensitive,Female,Italy
Super Serum,E.l.f.,Highlighter,Monthly,60.3,4.4,2135,Oily,Female,Italy
Super Powder,Morphe,Blush,Daily,148.84,3.8,6640,Normal,Male,Japan
Super Moisturizer,Clinique,Eye Shadow,Monthly,121.17,3.7,3830,Dry,Unisex,USA
Perfect Setting Spray,Danessa Myricks,Powder,Monthly,123.83,2.4,2199,Normal,Female,France
Super Contour,Fenty Beauty,Mascara,Daily,107.99,1.8,5383,Combination,Unisex,Germany
Super CC Cream,IT Cosmetics,Mascara,Monthly,133.72,3.1,8692,Normal,Male,USA
Magic Eye Shadow,Drunk Elephant,Eyeliner,Occasional,79.01,2.8,6933,Combination,Female,UK
Magic Moisturizer,Sisley,Eyeliner,Weekly,130.24,2.9,8483,Combination,Female,France
Divine Powder,KVD Beauty,Serum,Occasional,44.91,4.2,6620,Normal,Male,South Korea
Ultra Lip Liner,ColourPop,CC Cream,Daily,18.28,2.2,7537,Oily,Unisex,Italy
Divine Setting Spray,RMS Beauty,Bronzer,Monthly,47.58,4.4,5923,Sensitive,Female,Italy
Divine Exfoliator,Bite Beauty,Lipstick,Occasional,94.04,4.5,7929,Oily,Male,Germany
Perfect Blush,Bobby Brown,Cleanser,Occasional,46.74,3.8,2847,Combination,Unisex,Japan
Perfect Highlighter,Becca,Powder,Monthly,41.91,1,3989,Dry,Unisex,Germany
Perfect Makeup Remover,Natasha Denona,Lip Gloss,Monthly,82,1.7,4989,Dry,Male,Germany
Ultra Concealer,RMS Beauty,Face Oil,Monthly,117.33,2.1,3387,Oily,Female,Australia
Super Face Oil,Bourjois,Mascara,Weekly,22.61,1.1,2575,Sensitive,Male,Germany
Ultra Lip Liner,E.l.f.,Eyeliner,Daily,27.71,3.9,7302,Oily,Female,Australia
Divine Serum,Perricone MD,Face Oil,Monthly,133.3,1.1,6247,Normal,Unisex,South Korea
Divine Mascara,Ilia Beauty,Concealer,Occasional,22.74,2.1,5352,Oily,Female,Italy
Magic Setting Spray,Glossier,Bronzer,Monthly,130.15,1.5,185,Oily,Male,Japan
Super Lip Gloss,Urban Decay,Concealer,Daily,108.96,4.8,399,Sensitive,Unisex,Japan
Divine Exfoliator,Huda Beauty,Serum,Weekly,46.05,3.7,3257,Oily,Male,France
Super Lip Liner,IT Cosmetics,Mascara,Weekly,52.22,2.4,6880,Combination,Male,UK
Perfect Concealer,RMS Beauty,Serum,Daily,144.17,1,6233,Oily,Female,Italy
Divine Foundation,IT Cosmetics,Lip Liner,Daily,42.87,3.9,8089,Sensitive,Male,Japan
Divine BB Cream,Perricone MD,Primer,Daily,49.62,4.7,4745,Sensitive,Male,Australia
Ultra Blush,Morphe,Serum,Daily,22.07,2.7,2627,Combination,Male,UK
Super Primer,Too Faced,Powder,Occasional,73.98,2.9,5989,Oily,Male,France
Perfect Mascara,Perricone MD,Lip Gloss,Occasional,71.52,2.7,6010,Combination,Female,UK
Super Blush,Danessa Myricks,Lip Liner,Weekly,54.35,3.9,1734,Normal,Male,Germany
Divine BB Cream,Urban Decay,Serum,Daily,63.62,4.5,1611,Normal,Male,Italy
Super Bronzer,Fenty Beauty,BB Cream,Monthly,51.78,3.9,4150,Normal,Female,Australia
Super Mascara,Laura Mercier,Lipstick,Daily,122.72,4.5,62,Dry,Male,Italy
Magic CC Cream,Ilia Beauty,CC Cream,Weekly,89.56,2.9,8926,Dry,Female,Germany
Super Exfoliator,Becca,Eye Shadow,Daily,106.24,2.1,1087,Combination,Female,South Korea
Magic Primer,Tarte,Bronzer,Monthly,145.57,1.5,2494,Sensitive,Unisex,Germany
Ultra Serum,Huda Beauty,Mascara,Monthly,72.01,2.1,6939,Combination,Unisex,Germany
Ultra Blush,Shiseido,Cleanser,Occasional,132.3,3.7,7316,Sensitive,Male,Germany
Super Foundation,Bobby Brown,Powder,Occasional,70.39,2,8502,Dry,Unisex,USA
Magic CC Cream,Milk Makeup,Highlighter,Daily,78.06,2.4,4786,Oily,Female,Germany
Super Bronzer,Kiehl’s,Eye Shadow,Weekly,58.55,1.8,6309,Oily,Unisex,South Korea
Perfect Contour,Pat McGrath Labs,Lipstick,Daily,21.54,3.1,4951,Oily,Female,Italy
Perfect Moisturizer,Patrick Ta,Moisturizer,Monthly,23.01,4,9584,Oily,Unisex,Japan
